unique,hex_id,x_meter,y_meter,lv,ln_lv,ID_raw,ID,year,plt_ar,plot_area_raw,cst_ar,use,reg,corner,pot,y,x,f_x,f_y,ln_y,ln_x,pop_dens,nivelaca,estrat,puweight,prweight,slum,waste,flats,condos,dev,mat,det,reintro,mun,west,north,south,east,condo_seg,flat_seg,cod_sen,sen_x,sen_y,cod_adm,pucbd,prcbd,ln_cbd,cbd,cbd_norm,ln_lv,d_mroad,dum_mroad,d_hnach,prox_tmst,prox_bus,pumicro,pugrocerie,puban_res,puparks,puschools,puclinics,pumarkets,pumacro,pujobs,puxl_mal,puxl_groc,puuniv,pucult,puhosp,puxl_sport,prmicro,prgrocerie,prban_res,prparks,prschools,prclinics,prmarkets,prmacro,prjobs,prxl_mal,prxl_groc,pruniv,prcult,prhosp,prxl_sport,micro,groceries,ban_res,parks,schools,clinics,markets,macro,jobs,xl_mal,xl_groc,univ,cult,hosp,xl_sport,int_08,int_15,int_25,int_50,int_75,int_n,nach_08,nach_15,nach_25,nach_50,nach_75,nach_n,pumacssx,prmacssx,macssx,puint_grav,print_grav,int_grav
ob_72,4018,775827.5579,1607371.208,690.3,6.54,4291,4.291,8,4.86,129.0242021,5.33,1,1,0,3,14.52532,-90.44065,6.981,6.835,2.68,4.5,2.4,10.48,5,0.93,0.07,0,0,0,8.98,0,0,0,0,0,0,0,0,1,3,0,sen_3005041,7.0036,6.9152,frai_1,4.6,3.7,0.44,0.552707219,0.552707219,6.54,5.04,road_100m,4.37,0,0,0,0,0,0,0.02,0,0,0.53,10.12,4.03,4.01,4.62,4.41,4.28,4.67,0.06,0.18,0,0,0.02,0.11,0,0.47,9.77,2.71,2.71,3.61,3.43,3.37,3.69,0.01,0.01,0,0,0.02,0.01,0,0.52,0.11,0.71,0.7,0.5,0.58,0.63,0.47,3.25,3.95,4.61,5.63,6.14,7.65,0.85,0.8,0.81,0.82,0.81,0.77,0.53,0.53,0.53,4.71,5.35,0.14
ob_156,1033,762414.2844,1615004.544,1630.1,7.4,4625,4.625,9,5.38,217.0222754,5.8,1,1,0,3,14.5956,-90.56427,7.327,7.448,2.68,4.51,4.01,7.86,5,0.68,0.32,0,0,8.07,7.37,0,1,0,0,1,0,0,0,0,2,0,sen_2304121,7.3258,7.4377,gc_zon_11,3.73,3.13,0.58,0.786038431,0.786038431,7.4,3.31,road_100m,0,0,1,0.15,0.4,0.08,0.12,0.1,0,0,0.87,12,3.43,2.64,2.77,3.22,2.71,3.4,0.28,0.45,0.15,0.22,0.25,0.32,0.29,0.79,11.1,2.56,1.79,1.61,2.83,1.95,2.56,0.19,0.42,0.1,0.15,0.15,0.1,0,0.84,0.65,0.82,0.92,0.93,0.84,0.92,0.85,4.29,5,5.7,6.77,7.34,8.37,0.83,0.82,0.82,0.81,0.83,0.86,0.89,0.85,0.88,6.5,6.3,0.8
ob_930,3390,773329.3366,1608382.886,1117.8,7.02,8045,8.045,13,4.75,115.5842845,5.2,1,1,0,4,14.53471,-90.46371,7.277,6.978,2.68,4.5,2.31,8.21,5,0.93,0.07,0,0,7.78,8.98,0,0,0,0,0,0,0,0,1,3,0,sen_3001053,7.323,7.0665,cat_1,4.34,3.62,0.5,0.648721271,0.648721271,7.02,4.26,road_100m,4.89,0,1,0.04,0,0,0.18,0.02,0,0,0.66,10.96,3.5,3.33,4.37,4.08,3.91,4.43,0.03,0,0.04,0.08,0.05,0,0,0.53,10.06,2.48,2.2,3.53,3.33,3.26,3.61,0.04,0,0.01,0.17,0.02,0,0,0.65,0.24,0.82,0.85,0.61,0.7,0.74,0.58,3.48,4.47,5.13,6,6.34,7.71,0.84,0.83,0.86,0.82,0.79,0.72,0.66,0.6,0.66,5.46,5.57,0.29
ob_941,2736,770230.5994,1614299.129,5023.59,8.52,8088,8.088,13,6.22,502.703232,6.4,1,1,0,4,14.58846,-90.49184,7.495,7.434,2.68,4.51,4.3,9.54,5,0.59,0.41,0,0,10.21,8.63,0,0,0,0,1,0,0,0,0,3,3,sen_2405081,7.4919,7.4268,gc_zon_15,3.8,2.87,0.58,0.786038431,0.786038431,8.52,5.29,road_100m,4.01,0,1,0.04,0,0.06,0,0.02,0.13,0,0.84,11.84,3.37,2.56,3.26,3.47,2.83,3.43,0.12,0.18,0.09,0.08,0.09,0.21,0,0.8,11.07,2.4,1.61,2.3,2.48,1.61,2.56,0.07,0.07,0.07,0.03,0.05,0.16,0,0.82,0.58,0.83,0.93,0.87,0.84,0.92,0.84,3.89,4.4,4.95,5.87,6.77,8.22,0.81,0.79,0.8,0.77,0.76,0.74,0.85,0.84,0.84,6.24,6.14,0.64
ob_597,909,761930.4222,1618610.428,1457.84,7.28,6381,6.381,11,5.6,270.4264074,5.26,1,1,0,0,14.62822,-90.5684,7.286,7.38,2.68,4.51,4.28,9.27,5,0.46,0.54,0,0,7.37,6.68,0,1,0,0,1,0,0,0,0,2,0,sen_2304133,7.2846,7.3745,gc_zon_11,3.84,3.03,0.56,0.7506725,0.7506725,7.28,5.95,road_300m,5.82,0,0,0.04,0,0.02,0.06,0.02,0.13,0,0.84,11.89,3.09,3.09,3.53,3.26,2.83,3.58,0.22,0.36,0.13,0.31,0.1,0.21,0,0.79,11.05,2.08,1.95,2.48,2.56,1.79,2.56,0.13,0.2,0.08,0.19,0.06,0.17,0,0.81,0.62,0.88,0.88,0.82,0.84,0.92,0.83,4.08,4.58,5.41,6.73,7.5,8.26,0.83,0.83,0.74,0.71,0.7,0.68,0.86,0.85,0.86,6.38,6.3,0.75
ob_893,910,761703.3909,1618774.046,2519.26,7.83,7879,7.879,13,5.08,160.7740559,4.71,1,1,0,4,14.62972,-90.57049,7.264,7.371,2.68,4.51,4.34,5.87,4,0.46,0.54,0,0,7.37,6.68,0,1,0,0,1,0,0,0,0,2,0,sen_2304134,7.2688,7.367,gc_zon_11,3.81,2.98,0.57,0.768267051,0.768267051,7.83,4.66,road_100m,4.28,0,1,0.12,0.2,0.06,0.06,0.05,0.25,0,0.86,11.94,2.83,3.04,3.47,3.22,2.08,3.53,0.44,0.64,0.22,0.84,0.11,0.42,0.14,0.82,11.12,1.79,1.79,2.4,2.48,1.61,2.48,0.29,0.44,0.15,0.48,0.08,0.34,0,0.84,0.66,0.91,0.89,0.84,0.85,0.95,0.84,3.74,4.79,5.91,7.04,7.74,8.35,0.77,0.74,0.71,0.71,0.7,0.68,0.88,0.89,0.88,6.44,6.38,0.8
ob_135,2901,770925.6914,1613547.353,1628.57,7.4,4544,4.544,9,5.94,379.9349295,5.95,1,1,0,5,14.5816,-90.48547,7.459,7.409,2.68,4.51,4.26,11.04,5,0.59,0.41,0,0,9.77,8.47,0,0,0,0,1,0,0,0,0,3,3,sen_2405083,7.4734,7.4057,gc_zon_15,3.62,2.68,0.6,0.8221188,0.8221188,7.4,3.65,road_100m,0,0,1,0.12,0.4,0.06,0,0,0.13,0,0.87,11.91,3,2.4,3.22,3.09,1.39,3.43,0.15,0.27,0.13,0.08,0.15,0.16,0,0.83,11.07,2.08,1.1,2.3,2.2,0.69,2.56,0.13,0.35,0.08,0.03,0.06,0.14,0,0.85,0.62,0.89,0.95,0.87,0.89,0.98,0.84,4.34,4.89,5.28,5.95,6.78,8.33,0.88,0.85,0.85,0.83,0.84,0.9,0.89,0.88,0.88,6.34,6.23,0.7
ob_350,3487,773471.9147,1617351.95,757.38,6.63,5308,5.308,10,5.3,200.33681,4.89,1,1,0,2,14.61571,-90.46146,7.253,7.432,2.68,4.5,3.57,9.26,5,0.97,0.03,0,0,8.29,9.45,1,0,0,0,1,0,0,0,0,3,2,sen_2501073,7.2432,7.4324,gc_zon_16,4.78,3.75,0.38,0.462284589,0.462284589,6.63,6.99,road_500m~,6.94,0,0,0,0,0,0,0,0,0,0.44,10,4.65,4.49,4.29,4.67,4.45,4.67,0,0,0,0.02,0,0,0,0.41,9.96,3.22,3.47,3.09,3.64,3.47,3.58,0,0,0,0,0,0,0,0.44,0.09,0.44,0.51,0.65,0.46,0.56,0.48,4.01,4.36,4.65,4.45,5.04,7.46,0.78,0.79,0.73,0.67,0.65,0.64,0.44,0.45,0.44,4.05,5.26,0.07
ob_757,1347,763694.8121,1613621.244,1672.46,7.42,6919,6.919,12,6.02,411.5785957,4.68,1,0,0,3,14.58298,-90.55253,7.425,7.415,2.68,4.51,3.92,9.43,5,0.97,0.03,0,0,7.37,7.37,0,1,0,0,1,0,0,0,0,2,2,sen_2305131,7.3902,7.3914,gc_zon_12,3.91,3.13,0.58,0.786038431,0.786038431,7.42,5.23,road_100m,6.33,0,1,0.02,0,0,0.12,0,0,0,0.79,11.84,3.81,3.66,3.5,3.26,3.14,3.3,0.08,0.09,0.05,0.08,0.07,0.11,0.14,0.68,11.03,3.09,3,2.89,2.08,2.48,2.89,0.03,0,0.01,0.12,0,0,0,0.79,0.58,0.76,0.79,0.84,0.87,0.89,0.87,3.57,3.73,4.17,5.81,6.69,8.1,0.78,0.77,0.69,0.69,0.68,0.66,0.8,0.7,0.8,6.26,6.04,0.63
ob_13,337,759246.1549,1616916.875,655.12,6.48,4140,4.14,8,5.34,208.5127103,5.64,1,1,0,3,14.61318,-90.59347,6.963,7.439,2.68,4.51,4.28,7.24,4,0.89,0.11,0,0,0,9.51,0,0,0,0,0,1,0,0,0,1,0,sen_2608032,6.932,7.4247,mix_8,4.18,3.59,0.52,0.68202765,0.68202765,6.48,5.69,road_200m,5.09,0,1,0.01,0,0.03,0,0.02,0,0,0.78,11.56,3.69,2.71,3.26,3.83,2.83,4.01,0.12,0.36,0.05,0.08,0.05,0.05,0,0.62,10.45,3.04,1.79,2.94,3.4,1.79,3.3,0.02,0.04,0.04,0.01,0.02,0.01,0,0.76,0.42,0.77,0.92,0.86,0.75,0.92,0.72,3.86,4.61,5.19,5.88,6.32,7.99,0.82,0.77,0.76,0.75,0.73,0.67,0.81,0.69,0.79,6.15,5.85,0.56
ob_749,3390,773352.9483,1608393.112,996.36,6.9,6904,6.904,12,5.39,219.2033856,5.17,1,1,1,4,14.5348,-90.46349,7.275,6.979,2.68,4.5,2.31,8.21,5,0.93,0.07,0,0,7.78,8.98,0,0,0,0,0,0,0,0,1,3,0,sen_3001053,7.323,7.0665,cat_1,4.34,3.62,0.5,0.648721271,0.648721271,6.9,4.26,road_100m,4.89,0,1,0.04,0,0,0.18,0.02,0,0,0.66,10.96,3.5,3.33,4.37,4.08,3.91,4.43,0.03,0,0.04,0.08,0.05,0,0,0.53,10.06,2.48,2.2,3.53,3.33,3.26,3.61,0.04,0,0.01,0.17,0.02,0,0,0.65,0.24,0.82,0.85,0.61,0.7,0.74,0.58,3.48,4.47,5.13,6,6.34,7.71,0.84,0.83,0.86,0.82,0.79,0.72,0.66,0.6,0.66,5.46,5.57,0.29
ob_367,281,758895.9497,1614663.77,671.93,6.51,5350,5.35,10,5.62,275.8893832,5.77,1,1,0,4,14.59286,-90.59694,6.908,7.444,2.68,4.51,4.14,8.98,5,0.89,0.11,0,0,0,9.51,0,0,0,0,0,1,0,0,0,1,0,sen_2608134,6.9423,7.4326,mix_8,4.44,3.69,0.47,0.599994193,0.599994193,6.51,4.5,road_100m,7.11,0,0,0,0,0,0,0.02,0,0,0.64,11.11,4.22,3.66,3.71,4.19,3.99,4.3,0.08,0.27,0.03,0.06,0.03,0,0,0.55,10.42,3.3,2.3,3.09,3.53,2.89,3.4,0.01,0.03,0,0.01,0.02,0,0,0.63,0.28,0.62,0.79,0.79,0.65,0.73,0.63,4.33,4.64,4.9,5.65,6,7.85,0.89,0.89,0.87,0.83,0.8,0.77,0.66,0.59,0.65,5.65,5.62,0.35
ob_887,1220,763132.1998,1615411.884,2282.74,7.73,7817,7.817,13,5.35,210.6082979,5.52,1,0,0,5,14.59921,-90.55757,7.386,7.452,2.68,4.51,4.19,9.14,5,0.67,0.33,0,0,8.07,7.37,0,1,0,0,1,0,0,0,0,2,0,sen_2304113,7.3938,7.4387,gc_zon_11,3.53,3.04,0.59,0.803988415,0.803988415,7.73,1.51,road_100m,0,1,1,0.24,0.6,0.14,0.12,0.19,0.13,0,0.89,12.13,3.37,3.09,2.48,3.14,2.56,3.26,0.41,0.55,0.27,0.33,0.37,0.53,0.43,0.83,11.22,2.2,1.95,1.95,2.71,1.1,2.71,0.3,0.58,0.18,0.19,0.25,0.26,0,0.87,0.74,0.85,0.88,0.93,0.85,0.95,0.85,4.6,5.62,6.25,7.02,7.54,8.4,0.8,0.86,0.88,0.84,0.83,0.81,0.91,0.88,0.9,6.59,6.37,0.86
ob_1139,1130,762809.3388,1604881.855,836.24,6.73,8712,8.712,14,6.63,757.4821706,6.12,1,0,0,3,14.50412,-90.56161,7.352,6.446,2.67,4.51,4.55,2.15,2,0.92,0.08,0,0,6.68,7.37,0,0,0,0,0,0,0,1,0,1,0,sen_2805011,7.3558,6.5264,pet_1,4.56,3.95,0.44,0.552707219,0.552707219,6.73,5.85,road_300m,5.17,0,1,0.04,0,0.01,0.06,0.03,0.13,0,0.64,10.88,3.4,3.43,4.45,4.39,4.36,2.71,0.11,0.36,0.02,0.02,0.05,0.11,0,0.47,9.7,2.48,2.4,3.76,3.64,3.71,1.79,0.04,0.03,0.01,0.06,0.04,0.12,0,0.62,0.21,0.84,0.83,0.56,0.58,0.58,0.94,4.15,4.8,5.44,6.03,6.32,7.86,0.89,0.86,0.85,0.84,0.81,0.76,0.65,0.53,0.64,5.54,5.3,0.3
ob_1084,2045,766887.2618,1610936.909,1047.3,6.95,8505,8.505,13,4.76,116.7459259,5.13,1,1,0,4,14.55842,-90.52319,7.551,7.254,2.68,4.51,3.83,3.38,3,0.64,0.36,0,0,8.07,0,0,0,0,0,0,0,0,1,0,1,0,sen_2803083,7.5461,7.2645,vica_1,3.93,3.11,0.56,0.7506725,0.7506725,6.95,4.64,road_100m,5.48,0,1,0.09,0.4,0.02,0,0,0,0,0.74,11.66,3.83,3.47,3.97,3.71,3.53,3.91,0.09,0.27,0.02,0,0,0.11,0.14,0.59,10.6,3.04,2.71,3.26,2.94,2.64,3.33,0.09,0.35,0.02,0,0,0.04,0,0.69,0.45,0.71,0.78,0.68,0.77,0.81,0.7,3.66,4.34,4.79,5.31,5.71,7.73,0.88,0.84,0.8,0.8,0.82,0.77,0.75,0.63,0.71,6.05,5.74,0.49
ob_1180,3650,774445.3842,1609553.345,692.86,6.54,8804,8.804,14,6.75,854.0587625,5.28,1,0,0,5,14.54517,-90.45324,7.156,7.114,2.68,4.5,2.53,5.47,3,0.89,0.11,0,0,8.07,9.24,0,0,0,0,0,0,0,0,1,3,0,sen_3001064,7.1514,7.1209,cat_1,4.16,3.51,0.53,0.698932309,0.698932309,6.54,3.26,road_100m,0,0,1,0.04,0,0.09,0,0,0.13,0,0.73,11.26,2.94,2.89,4.19,3.85,3.61,4.28,0.14,0.36,0.06,0.12,0.09,0.05,0,0.59,10.31,2.08,2.08,3.4,3.18,3.09,3.5,0.05,0.04,0.09,0.01,0.01,0.12,0,0.71,0.31,0.9,0.9,0.66,0.75,0.8,0.64,4.2,5.18,5.78,6.55,6.66,7.85,0.84,0.85,0.85,0.85,0.88,0.87,0.74,0.66,0.73,5.77,5.7,0.39
ob_820,2541,769151.0288,1620889.786,939.77,6.85,7154,7.154,12,4.85,127.7403898,5.1,1,1,0,4,14.6481,-90.50118,7.532,7.228,2.68,4.51,4.13,4.87,4,0.22,0.78,0,0,8.47,6.68,0,0,1,0,1,0,0,0,0,0,0,sen_108033,7.5283,7.2242,gc_zon_6,3.59,3.01,0.56,0.7506725,0.7506725,6.85,4.61,road_100m,0,0,1,0.29,0.2,0.13,0.12,0.52,0.38,1,0.9,12.22,3.18,3.14,3.3,2.83,2.83,3.14,0.44,0.36,0.27,0.22,0.83,0.53,0.57,0.85,11.3,1.95,1.95,2.3,1.95,1.79,2.56,0.41,0.33,0.24,0.2,0.76,0.49,1,0.86,0.81,0.89,0.87,0.85,0.91,0.91,0.84,5.03,5.93,6.5,7.37,7.79,8.42,0.84,0.88,0.86,0.84,0.84,0.87,0.89,0.88,0.88,6.53,6.31,0.79
ob_387,3297,772755.7584,1621145.718,948.18,6.85,5411,5.411,10,4.68,107.7700726,5.09,1,1,1,3,14.65005,-90.46771,7.318,7.208,2.68,4.5,4.05,8.87,5,0.93,0.07,1,0,7.78,8.29,1,0,0,0,1,0,0,0,0,2,1,sen_2501024,7.3239,7.2159,gc_zon_17,4.12,3.44,0.54,0.716006862,0.716006862,6.85,5.77,road_300m,5.06,0,1,0,0,0,0,0.02,0,0,0.8,11.85,3.18,3.09,3.76,3.61,3.64,3.76,0.12,0.27,0.04,0.06,0.07,0.11,0.14,0.73,10.97,2.4,1.95,2.83,2.64,2.83,3,0.01,0.02,0,0,0.02,0.01,0,0.8,0.58,0.87,0.88,0.79,0.82,0.8,0.79,3.87,4.69,5.35,6.3,6.94,8.2,0.72,0.71,0.7,0.68,0.67,0.66,0.79,0.77,0.79,6.11,6.1,0.55
ob_823,1226,763074.4834,1617269.947,2710.86,7.91,7166,7.166,12,5.89,361.4052844,6.14,1,1,0,3,14.616,-90.55792,7.383,7.432,2.68,4.51,4.17,8.72,5,0.54,0.46,0,0,8.07,6.68,0,1,0,0,1,0,0,0,0,2,0,sen_2304155,7.3687,7.4259,gc_zon_11,3.93,3.09,0.56,0.7506725,0.7506725,7.91,5.06,road_100m,4.96,0,1,0.04,0,0.06,0.06,0,0.13,0,0.84,11.87,3.26,2.89,3.22,3,3,3.61,0.32,0.27,0.21,0.41,0.22,0.58,0.14,0.75,11.1,2.77,2.56,2.08,2.89,1.95,2.83,0.17,0.13,0.13,0.22,0.1,0.33,0,0.8,0.58,0.8,0.83,0.88,0.83,0.9,0.8,3.78,4.85,5.88,7.08,7.6,8.29,0.8,0.73,0.71,0.7,0.69,0.66,0.86,0.78,0.82,6.36,6.14,0.68
ob_383,535,760252.8236,1614496.607,1015.91,6.92,5404,5.404,10,4.91,135.6394144,5.19,1,0,0,5,14.59122,-90.58437,7.095,7.441,2.68,4.51,3.74,9.83,4,0.73,0.27,0,0,0,8.98,0,0,0,0,0,1,0,0,0,1,0,sen_2608113,7.0282,7.436,mix_8,4.16,3.49,0.52,0.68202765,0.68202765,6.92,4.68,road_100m,0,0,1,0.01,0,0,0,0.03,0,0,0.77,11.61,3.93,2.89,3,3.81,3.5,3.97,0.12,0.27,0.04,0.14,0.1,0.05,0,0.64,10.7,3.09,2.08,2.71,3.26,2.56,3.14,0.04,0.07,0.01,0.04,0.05,0.01,0,0.73,0.45,0.7,0.89,0.87,0.73,0.82,0.72,3.33,4.35,5.22,5.98,6.5,7.97,0.77,0.77,0.81,0.86,0.83,0.82,0.79,0.71,0.77,6.14,6.03,0.57
ob_1122,244,758798.2048,1617075.964,1710.8,7.44,8636,8.636,14,5.99,399.4146099,5.87,1,1,0,4,14.61466,-90.59761,6.897,7.435,2.68,4.51,4.27,7.24,4,0.89,0.11,0,0,6.68,9.57,0,0,0,0,0,1,0,0,0,1,0,sen_2608032,6.932,7.4247,mix_8,4.1,3.57,0.54,0.716006862,0.716006862,7.44,5.01,road_100m,4.63,0,1,0.06,0.2,0.05,0,0.02,0,0,0.81,11.71,3.47,2.4,3.04,3.71,2.89,3.91,0.17,0.45,0.06,0.1,0.06,0.16,0.14,0.63,10.46,2.94,1.39,3,3.33,2.2,3.33,0.07,0.23,0.05,0.01,0.02,0.02,0,0.79,0.49,0.81,0.94,0.88,0.77,0.91,0.74,3.76,4.72,5.26,5.9,6.3,7.95,0.74,0.77,0.81,0.81,0.81,0.76,0.85,0.71,0.83,6.31,5.89,0.65
ob_333,2862,770763.7367,1619799.448,802.37,6.69,5262,5.262,10,5.7,298.867401,5.56,1,0,1,2,14.63809,-90.48633,7.464,7.315,2.68,4.51,3.78,3.6,4,0.93,0.07,1,0,8.07,0,1,0,0,0,1,0,0,0,0,2,1,sen_2501012,7.4575,7.311,gc_zon_17,3.95,3.3,0.57,0.768267051,0.768267051,6.69,5.31,road_200m,3.5,0,1,0.02,0,0,0,0,0.13,0,0.79,11.81,3.78,3.09,3.43,3.69,3.53,3.69,0.12,0.27,0.06,0.06,0.01,0.16,0.14,0.66,10.91,2.83,2.48,3.09,3.04,2.83,3,0.03,0.02,0,0,0,0.13,0,0.78,0.56,0.76,0.88,0.84,0.79,0.82,0.8,2.46,3,3.56,5.53,6.56,7.86,0,0,0,0,0,0,0.79,0.69,0.78,6.13,5.96,0.55
ob_865,2801,770339.5703,1617706.799,3149.05,8.05,7446,7.446,12,6.68,796.319112,6.07,1,0,0,3,14.61923,-90.49048,7.488,7.421,2.68,4.51,3.93,3.99,3,0.87,0.13,0,0,8.76,7.78,1,0,0,0,1,0,0,0,0,3,2,sen_2406033,7.4614,7.4226,gc_zon_16,4.11,3.13,0.55,0.733253018,0.733253018,8.05,5.46,road_200m,4.34,0,1,0,0,0,0,0,0,0,0.74,11.44,3.26,3.74,3.47,3.89,3.71,3.87,0.18,0.45,0.11,0.06,0.02,0.21,0.14,0.72,10.9,2.2,2.77,2.3,2.89,2.64,2.77,0.02,0.06,0.02,0.01,0,0.03,0,0.73,0.4,0.86,0.76,0.85,0.75,0.79,0.77,3.35,3.81,4.19,5.2,6.21,8.02,0.88,0.77,0.75,0.7,0.69,0.67,0.74,0.73,0.74,5.78,5.85,0.4
ob_83,3230,772574.0629,1616758.484,1076.84,6.98,4327,4.327,8,6.03,415.7150294,5.8,1,1,0,3,14.61044,-90.46985,7.338,7.445,2.68,4.51,3.51,9.93,5,0.97,0.03,0,0,8.88,9.32,1,0,0,0,1,0,0,0,0,3,2,sen_2501074,7.3161,7.4334,gc_zon_16,4.05,3.52,0.55,0.733253018,0.733253018,6.98,7.23,road_500m~,0,0,1,0.01,0,0.01,0,0.07,0,0,0.77,11.64,4.01,3.33,2.08,3.83,3.18,3.83,0.04,0.09,0.01,0.02,0.06,0,0,0.64,10.67,2.94,2.94,1.1,3.33,2.56,3.3,0.02,0,0.01,0,0.07,0,0,0.77,0.47,0.71,0.85,0.97,0.77,0.88,0.78,3.48,4.04,4.69,5.28,5.85,7.74,0.88,0.83,0.82,0.84,0.81,0.82,0.76,0.67,0.76,5.88,5.72,0.43
ob_754,2701,769854.9537,1619419.62,1636.88,7.4,6914,6.914,12,5.3,200.33681,5.52,1,1,0,3,14.63475,-90.4948,7.508,7.339,2.68,4.51,3.89,8.51,5,0.79,0.21,0,0,8.63,0,0,0,1,0,1,0,0,0,0,1,1,sen_105042,7.5044,7.3202,gc_zon_5,3.78,2.96,0.59,0.803988415,0.803988415,7.4,4.75,road_100m,6,0,1,0.09,0.2,0,0.06,0.02,0.13,0.25,0.86,12.11,3.53,3.3,3.58,3.14,2.77,3.3,0.4,0.55,0.22,0.14,0.58,0.42,0.71,0.76,11.27,2.94,2.64,2.89,2.48,1.79,2.48,0.15,0.27,0.05,0.08,0.14,0.19,0,0.83,0.74,0.79,0.83,0.8,0.88,0.92,0.87,3.99,4.63,5.64,6.74,7.32,8.23,0.85,0.84,0.82,0.84,0.81,0.77,0.85,0.75,0.83,6.41,6.13,0.72
ob_247,280,758882.3334,1614524.146,574.51,6.35,4965,4.965,10,5.62,275.8893832,4.73,1,1,0,3,14.5916,-90.59708,6.906,7.441,2.68,4.51,4.11,8.35,5,0.89,0.11,0,0,0,9.39,0,0,0,0,0,1,0,0,0,1,0,sen_2608115,6.9326,7.4274,mix_8,4.4,3.67,0.48,0.616074402,0.616074402,6.35,5.02,road_100m,6.99,0,0,0,0,0,0,0,0,0,0.66,11.18,4.23,3.58,3.64,4.14,3.93,4.26,0.04,0.09,0.01,0.06,0.02,0,0,0.54,10.44,3.37,2.48,3.04,3.5,2.94,3.4,0,0.01,0,0.01,0,0,0,0.64,0.29,0.62,0.8,0.8,0.66,0.74,0.65,4.2,4.58,4.84,5.6,5.98,7.83,0.83,0.88,0.87,0.84,0.8,0.77,0.67,0.58,0.66,5.71,5.63,0.37
ob_1223,2515,769120.0573,1613126.7,3237.25,8.08,8922,8.922,14,5.71,301.8710683,5.62,1,1,0,3,14.57798,-90.50226,7.535,7.392,2.68,4.51,4.39,10.19,5,0.64,0.36,0,0,10.21,8.63,0,0,0,0,1,0,0,0,0,3,3,sen_2404074,7.532,7.3851,gc_zon_14,3.5,2.65,0.61,0.840431399,0.840431399,8.08,6.44,road_500m~,6.13,0,1,0.01,0,0.01,0,0.02,0,0,0.83,11.89,2.94,3.14,3.64,2.56,3.43,3.76,0.11,0.18,0.1,0.06,0.1,0.11,0,0.77,10.96,1.79,1.95,2.83,1.61,2.4,3,0.04,0.07,0.04,0.02,0.05,0.04,0,0.81,0.6,0.9,0.88,0.79,0.94,0.84,0.77,3.48,4.02,4.63,5.7,6.64,8.2,0.75,0.75,0.73,0.69,0.69,0.68,0.85,0.82,0.84,6.31,6.1,0.65
ob_98,287,759023.6362,1616451.796,1119.92,7.02,4385,4.385,8,4.68,107.7700726,5.23,1,1,0,4,14.609,-90.59558,6.93,7.447,2.68,4.51,4.13,10.63,5,0.89,0.11,0,0,0,9.57,0,0,0,0,0,1,0,0,0,1,0,sen_2608022,6.9343,7.4315,mix_8,4.16,3.53,0.53,0.698932309,0.698932309,7.02,4.67,road_100m,0,0,1,0.06,0.2,0.05,0,0.02,0,0,0.78,11.58,3.71,2.64,3.18,3.81,2.83,3.97,0.19,0.55,0.06,0.1,0.06,0.16,0.14,0.62,10.47,3.14,2.08,2.77,3.33,1.95,3.22,0.07,0.24,0.05,0.01,0.02,0.02,0,0.77,0.43,0.76,0.92,0.87,0.75,0.92,0.73,3.93,4.73,5.28,5.9,6.31,7.94,0.83,0.84,0.85,0.83,0.83,0.8,0.81,0.69,0.8,6.16,5.87,0.57
ob_1189,2568,769281.498,1613152.828,3579.56,8.18,8830,8.83,14,5.49,242.2572069,5.18,1,1,0,4,14.5782,-90.50076,7.53,7.394,2.68,4.51,4.39,5.07,3,0.64,0.36,0,0,10.15,8.63,0,0,0,0,1,0,0,0,0,3,3,sen_2404073,7.5266,7.3911,gc_zon_14,3.36,2.48,0.62,0.858928042,0.858928042,8.18,5.81,road_300m,5.12,0,1,0.02,0,0.04,0,0.03,0,0,0.87,11.98,2.48,2.71,3.5,1.61,3.14,3.64,0.16,0.27,0.16,0.14,0.12,0.11,0,0.82,11.08,1.39,1.61,2.71,0.69,2.08,2.89,0.07,0.1,0.09,0.05,0.06,0.04,0,0.85,0.65,0.94,0.92,0.81,0.98,0.88,0.79,3.66,4.22,4.78,5.81,6.7,8.23,0.87,0.86,0.78,0.76,0.74,0.7,0.89,0.86,0.88,6.41,6.21,0.72
ob_938,724,760950.7533,1615568.969,1488.47,7.31,8081,8.081,13,5.66,287.1486426,5.89,1,1,0,3,14.60084,-90.57779,7.18,7.452,2.68,4.51,4.08,9.28,5,0.89,0.11,0,0,7.78,8.88,0,0,0,0,0,1,0,0,0,1,0,sen_2608045,7.1682,7.4393,mix_8,4.06,3.46,0.55,0.733253018,0.733253018,7.31,5.87,road_300m,5.24,0,1,0.01,0,0.02,0,0.02,0,0,0.8,11.69,3.81,2.64,2.77,3.66,3.04,3.85,0.11,0.18,0.03,0.14,0.09,0.11,0,0.67,10.7,3.09,1.61,2.64,3.22,1.79,3.09,0.02,0.02,0.02,0.02,0.03,0.01,0,0.78,0.48,0.75,0.93,0.91,0.79,0.9,0.77,4.09,4.66,5.12,5.97,6.6,8.05,0.81,0.83,0.78,0.73,0.73,0.71,0.82,0.73,0.81,6.23,5.92,0.6
