unique,hex_id,x_meter,y_meter,lv,ln_lv,ID_raw,ID,year,plt_ar,plot_area_raw,cst_ar,use,reg,corner,pot,y,x,f_x,f_y,ln_y,ln_x,pop_dens,nivelaca,estrat,puweight,prweight,slum,waste,flats,condos,dev,mat,det,reintro,mun,west,north,south,east,condo_seg,flat_seg,cod_sen,sen_x,sen_y,cod_adm,pucbd,prcbd,ln_cbd,cbd,cbd_norm,ln_lv,d_mroad,dum_mroad,d_hnach,prox_tmst,prox_bus,pumicro,pugrocerie,puban_res,puparks,puschools,puclinics,pumarkets,pumacro,pujobs,puxl_mal,puxl_groc,puuniv,pucult,puhosp,puxl_sport,prmicro,prgrocerie,prban_res,prparks,prschools,prclinics,prmarkets,prmacro,prjobs,prxl_mal,prxl_groc,pruniv,prcult,prhosp,prxl_sport,micro,groceries,ban_res,parks,schools,clinics,markets,macro,jobs,xl_mal,xl_groc,univ,cult,hosp,xl_sport,int_08,int_15,int_25,int_50,int_75,int_n,nach_08,nach_15,nach_25,nach_50,nach_75,nach_n,pumacssx,prmacssx,macssx,puint_grav,print_grav,int_grav
ob_575,2596,769426.2221,1621541.568,708.72,6.56,6300,6.3,11,6.87,962.9485658,6.43,1,0,0,3,14.65396,-90.49856,7.523,7.167,2.68,4.51,4.19,4.65,3,0.44,0.56,0,0,7.37,7.37,0,0,1,0,1,0,0,0,0,0,0,sen_108043,7.5182,7.1842,gc_zon_6,3.8,3.18,0.55,0.733253018,0.733253018,6.56,4.87,road_100m,0,0,1,0.13,0.2,0.11,0,0.09,0.25,0.25,0.89,12.18,3.22,3.14,3.26,2.77,3.04,3.22,0.26,0.18,0.14,0.22,0.45,0.26,0.57,0.83,11.22,2.08,2.08,2.3,1.95,2.2,2.56,0.2,0.19,0.13,0.13,0.29,0.26,0,0.85,0.76,0.87,0.86,0.86,0.91,0.88,0.85,4.79,5.58,6.26,7.15,7.54,8.35,0.81,0.83,0.84,0.85,0.86,0.85,0.89,0.85,0.87,6.49,6.25,0.76
ob_166,1099,762483.2103,1615614.14,1408.74,7.25,4656.1,4.6561,9,6.57,713.3698431,5.18,1,0,0,5,14.6011,-90.56357,7.333,7.453,2.68,4.51,3.87,9.12,5,0.63,0.37,0,0,8.07,7.37,0,1,0,0,1,0,0,0,0,2,0,sen_2304104,7.3299,7.4391,gc_zon_11,3.78,3.06,0.57,0.768267051,0.768267051,7.25,4.14,road_100m,0,0,1,0.15,0.2,0.04,0.12,0.1,0.38,0,0.88,12.01,3.3,3,1.39,3.04,1.61,3.5,0.46,0.73,0.27,0.35,0.36,0.58,0.43,0.82,11.16,2.4,2.08,0.69,2.71,1.1,2.48,0.27,0.4,0.13,0.2,0.2,0.45,0,0.86,0.66,0.84,0.88,0.98,0.86,0.97,0.84,4.32,5.31,6.13,6.89,7.55,8.39,0.85,0.86,0.85,0.81,0.82,0.81,0.91,0.87,0.89,6.49,6.32,0.79
ob_227,3404,773324.149,1612529.997,1710.03,7.44,4891,4.891,10,5.67,290.0345344,5.74,1,1,0,3,14.57217,-90.46333,7.273,7.36,2.68,4.5,2.9,10.43,5,0.46,0.54,0,0,8.07,8.76,0,0,0,0,0,0,0,0,1,3,0,sen_3002035,7.3072,7.353,cat_1,4.1,3.29,0.52,0.68202765,0.68202765,7.44,5.93,road_300m,5.61,0,0,0,0,0,0,0,0,0,0.7,11.33,3.56,3.53,4.14,3.76,3.83,4.23,0.07,0.09,0.04,0.1,0.01,0.11,0,0.64,10.43,2.3,2.3,3.18,2.89,2.77,3.3,0.04,0.05,0.02,0.06,0,0.06,0,0.66,0.34,0.83,0.81,0.65,0.76,0.75,0.63,3.19,3.76,4.42,5.24,5.93,7.71,0.82,0.8,0.77,0.74,0.73,0.7,0.71,0.7,0.7,5.75,5.84,0.44
ob_50,3113,771937.9782,1612295.383,906.38,6.81,4232,4.232,8,5.13,169.017118,5.52,1,1,0,3,14.57019,-90.47621,7.393,7.347,2.68,4.51,3.03,10.07,4,0.46,0.54,0,0,8.98,8.98,0,0,0,0,0,0,0,0,1,3,0,sen_3002021,7.3929,7.3811,cat_1,4.13,3.37,0.51,0.665291195,0.665291195,6.81,6.1,road_400m,5.61,0,1,0,0,0,0,0,0,0,0.71,11.41,3.58,3.56,4.04,3.81,3.69,4.13,0,0,0.01,0,0,0,0,0.6,10.42,2.48,2.48,3.33,3,2.94,3.43,0,0,0,0,0,0,0,0.65,0.34,0.8,0.79,0.63,0.74,0.74,0.61,2.77,3.12,3.96,4.94,5.66,7.64,0.81,0.79,0.76,0.75,0.73,0.71,0.72,0.66,0.69,5.84,5.79,0.44
ob_852,2551,769129.7593,1623986.028,1266.61,7.14,7345,7.345,12,5.04,154.470015,4.75,1,1,0,4,14.67607,-90.50106,7.531,6.873,2.69,4.51,3.76,2.02,2,0.62,0.38,0,0,0,7.78,1,0,0,0,1,0,0,0,0,2,0,sen_108075,7.5105,6.9729,gc_zon_2,4.06,3.48,0.52,0.68202765,0.68202765,7.14,4.97,road_100m,6.55,0,1,0.01,0,0,0.06,0,0,0,0.78,11.87,3.66,3.61,3.66,3.5,3.53,3.66,0.02,0,0.02,0.06,0.04,0,0,0.67,10.85,2.77,2.77,2.89,2.64,2.83,2.94,0.02,0,0.01,0.06,0.01,0,0,0.74,0.55,0.77,0.76,0.78,0.82,0.79,0.78,3.96,4.41,4.41,5.34,6.24,7.9,0.82,0.86,0.83,0.77,0.76,0.74,0.78,0.69,0.74,6.17,5.84,0.54
ob_12,3416,773346.3763,1616816.924,593.38,6.39,4135,4.135,8,5.3,200.33681,5.51,1,0,1,0,14.61089,-90.46268,7.266,7.444,2.68,4.5,3.35,9.26,5,0.97,0.03,0,0,8.63,9.39,1,0,0,0,1,0,0,0,0,3,2,sen_2501073,7.2432,7.4324,gc_zon_16,4.7,3.69,0.41,0.506817785,0.506817785,6.39,7.03,road_500m~,6.39,0,0,0.01,0,0,0.06,0,0,0,0.49,10.31,4.55,4.38,4.16,4.58,4.34,4.58,0,0,0,0.02,0,0,0,0.45,10.09,3.14,3.4,2.94,3.56,3.4,3.5,0.01,0,0,0.06,0,0,0,0.49,0.13,0.49,0.56,0.69,0.51,0.61,0.52,4.12,4.54,4.68,4.56,5.15,7.47,0.83,0.75,0.7,0.65,0.63,0.61,0.48,0.49,0.48,4.41,5.38,0.1
ob_910,3009,771382.3232,1612425.399,1412.06,7.25,7944.6,7.9446,13,6.89,982.4014172,6.34,1,0,0,4,14.57142,-90.48135,7.432,7.355,2.68,4.51,3.1,6.91,5,0.68,0.32,0,0,9.32,8.98,0,0,0,0,1,0,0,0,0,3,3,sen_3002012,7.457,7.3647,gc_zon_15,3.75,2.94,0.58,0.786038431,0.786038431,7.25,5.39,road_200m,4.22,0,1,0,0,0.01,0,0,0,0,0.79,11.69,3.4,3.33,3.69,3.22,3.18,3.83,0.08,0.27,0.05,0,0.03,0.05,0,0.74,10.84,2.3,2.2,2.77,2.3,2.08,2.94,0.03,0.09,0.02,0,0.01,0.02,0,0.77,0.49,0.84,0.85,0.79,0.87,0.88,0.76,3.19,3.72,4.34,5.36,6.01,7.98,0.84,0.8,0.77,0.74,0.73,0.72,0.8,0.8,0.8,6.1,6.1,0.57
ob_511,3350,772971.9631,1615976.885,1589.41,7.37,5781,5.781,10,6.26,523.2189401,5.62,1,1,0,2,14.60334,-90.46624,7.303,7.452,2.68,4.5,3.49,9.93,5,0.97,0.03,0,0,8.63,9.32,1,0,0,0,1,0,0,0,0,3,2,sen_2501074,7.3161,7.4334,gc_zon_16,4.22,3.48,0.53,0.698932309,0.698932309,7.37,6.26,road_500m~,0,0,0,0,0,0,0,0.02,0,0,0.71,11.45,4.17,3.64,3.09,4.03,3.56,4.03,0.03,0,0,0.1,0.05,0,0,0.61,10.56,2.71,3.09,2.08,3.3,2.89,3.26,0,0,0,0,0.02,0,0,0.7,0.39,0.66,0.79,0.9,0.72,0.82,0.73,3.56,4.17,4.7,5.4,5.75,7.78,0.8,0.77,0.79,0.84,0.82,0.81,0.7,0.65,0.7,5.68,5.71,0.36
ob_655,3489,773469.1869,1619040.249,1861.11,7.53,6601,6.601,11,4.8,121.5104175,5.23,1,1,0,2,14.63096,-90.46131,7.251,7.364,2.68,4.5,3.49,5.88,4,0.97,0.03,0,0,7.37,8.63,1,0,0,0,1,0,0,0,0,3,2,sen_2501064,7.2727,7.3596,gc_zon_16,4.11,3.4,0.55,0.733253018,0.733253018,7.53,6.35,road_500m~,6.44,0,1,0.02,0,0,0,0,0.13,0,0.76,11.63,4.08,3.43,3.04,3.89,2.08,3.89,0.04,0.09,0.02,0,0.03,0.05,0,0.65,10.7,3.09,2.71,2.48,3.18,1.61,3.14,0.02,0,0,0,0,0.12,0,0.76,0.47,0.68,0.83,0.9,0.75,0.96,0.76,3.25,3.69,4.15,4.81,5.47,7.76,0.86,0.83,0.82,0.78,0.73,0.72,0.75,0.69,0.75,5.85,5.82,0.42
ob_1096,3328,773179.4838,1609348.817,1195.28,7.09,8557,8.557,14,6.78,880.0687241,6.67,1,1,0,2,14.54345,-90.465,7.291,7.093,2.68,4.5,2.45,9.99,4,0.89,0.11,0,0,8.07,9.24,0,0,0,0,0,0,0,0,1,3,0,sen_3001052,7.3245,7.1498,cat_1,4.44,3.66,0.48,0.616074402,0.616074402,7.09,6.53,road_500m~,6.95,0,0,0,0,0,0,0,0,0,0.61,10.71,3.71,3.69,4.47,4.2,4.06,4.52,0.02,0,0.01,0.06,0.04,0,0,0.5,9.94,2.64,2.56,3.58,3.4,3.3,3.64,0,0,0,0.01,0,0,0,0.59,0.19,0.78,0.78,0.56,0.65,0.69,0.54,2.89,2.98,4.03,5.19,5.84,7.56,0.8,0.73,0.72,0.7,0.69,0.66,0.61,0.56,0.61,5.16,5.45,0.22
ob_384,535,760242.0443,1614496.492,982.04,6.89,5405,5.405,10,4.94,139.7702496,5.19,1,0,0,5,14.59122,-90.58447,7.093,7.441,2.68,4.51,3.74,9.83,4,0.73,0.27,0,0,0,8.98,0,0,0,0,0,1,0,0,0,1,0,sen_2608113,7.0282,7.436,mix_8,4.16,3.49,0.52,0.68202765,0.68202765,6.89,4.68,road_100m,0,0,1,0.01,0,0,0,0.03,0,0,0.77,11.61,3.93,2.89,3,3.81,3.5,3.97,0.12,0.27,0.04,0.14,0.1,0.05,0,0.64,10.7,3.09,2.08,2.71,3.26,2.56,3.14,0.04,0.07,0.01,0.04,0.05,0.01,0,0.73,0.45,0.7,0.89,0.87,0.73,0.82,0.72,3.33,4.35,5.22,5.98,6.5,7.97,0.77,0.77,0.81,0.86,0.83,0.82,0.79,0.71,0.77,6.14,6.03,0.57
ob_598,2494,768840.247,1622388.649,2062.32,7.63,6385,6.385,11,5.41,223.6315877,5.56,1,1,0,3,14.66167,-90.50391,7.539,7.076,2.69,4.51,4.2,8.05,5,0.64,0.36,0,0,7.37,7.78,1,0,0,0,1,0,0,0,0,2,0,sen_102041,7.5318,7.0972,gc_zon_2,3.97,3.36,0.54,0.716006862,0.716006862,7.63,6.14,road_400m,5.67,0,1,0.03,0,0.02,0,0.03,0.13,0,0.82,11.99,3.69,3.64,3.26,3.33,3.18,3.53,0.16,0.18,0.08,0.06,0.31,0.16,0.29,0.75,11.1,2.56,2.56,2.4,2.64,2.3,2.94,0.08,0.07,0.04,0.02,0.13,0.14,0,0.79,0.65,0.79,0.78,0.86,0.84,0.87,0.8,4.05,4.58,5.61,6.88,7.48,8.34,0.86,0.84,0.81,0.78,0.76,0.73,0.82,0.77,0.8,6.3,6.09,0.65
ob_972,394,759407.4821,1619184.598,1741.12,7.46,8174,8.174,13,5.57,262.4340992,5.62,1,1,1,5,14.63365,-90.59175,6.989,7.346,2.68,4.51,4.38,8.11,5,0.7,0.3,0,0,6.68,7.37,0,0,0,0,0,1,0,0,0,1,0,sen_2607013,6.9752,7.34,mix_2,3.81,3.18,0.57,0.768267051,0.768267051,7.46,4.07,road_100m,0,0,1,0.08,0.2,0.03,0.12,0.02,0,0,0.82,11.81,2.71,3.04,3.64,3.43,3.09,3.69,0.34,0.64,0.12,0.57,0.17,0.16,0.14,0.75,10.91,1.95,2.2,2.71,2.83,2.2,2.77,0.16,0.33,0.06,0.25,0.06,0.05,0,0.8,0.54,0.91,0.87,0.8,0.82,0.88,0.8,3.49,4.71,5.63,6.87,7.45,8.38,0.84,0.84,0.82,0.85,0.87,0.86,0.86,0.81,0.84,6.37,6.2,0.7
ob_1093,4164,776557.448,1609694.383,1138.37,7.04,8551,8.551,14,4.84,126.4693517,4.77,1,1,0,3,14.54623,-90.43364,6.87,7.127,2.68,4.5,2.83,3.82,3,0.84,0.16,0,0,0,8.76,0,0,0,0,0,0,0,0,1,3,0,sen_3003054,6.8737,7.1609,pin_1,4.3,3.65,0.5,0.648721271,0.648721271,7.04,5.33,road_200m,3.64,0,1,0,0,0,0,0.02,0,0,0.68,11.03,3.43,3.37,4.33,4.04,3.37,4.41,0.05,0.09,0.01,0.04,0.05,0.05,0,0.53,9.88,2.56,2.56,3.56,3.37,2.56,3.64,0.01,0.01,0,0.01,0.02,0.01,0,0.65,0.25,0.83,0.83,0.6,0.69,0.85,0.57,3.81,4.7,5.1,5.98,6.39,7.73,0.82,0.8,0.8,0.77,0.76,0.7,0.69,0.6,0.67,5.53,5.48,0.31
ob_104,1573,764500.2603,1618399.005,1003.22,6.91,4399,4.399,8,5.53,252.143911,5.66,1,1,0,3,14.62606,-90.54458,7.476,7.391,2.68,4.51,4.15,3.84,3,0.51,0.49,0,0,7.78,0,0,1,0,0,1,0,0,0,0,0,1,sen_2301074,7.4709,7.381,gc_zon_7,3.66,2.95,0.58,0.786038431,0.786038431,6.91,4.77,road_100m,4.77,0,1,0.15,0.2,0.03,0.53,0.02,0,0,0.87,12.01,2.83,3.09,3.5,3.22,2.56,3.22,0.2,0.27,0.13,0.27,0.15,0.21,0.14,0.84,11.25,1.79,1.95,2.56,2.2,1.79,2.08,0.18,0.24,0.08,0.4,0.08,0.1,0,0.85,0.69,0.91,0.88,0.82,0.88,0.93,0.89,4.56,5.23,5.97,7.26,7.82,8.34,0.8,0.83,0.84,0.81,0.77,0.72,0.88,0.88,0.88,6.46,6.36,0.8
ob_716,1706,764880.1708,1622325.349,1304.98,7.17,6793,6.793,12,4.92,137.0026132,5.21,1,1,0,2,14.66149,-90.54066,7.497,7.078,2.69,4.51,3.67,10.67,5,0.94,0.06,0,0,7.37,8.29,0,0,0,0,0,1,0,0,0,1,0,sen_2605154,7.466,7.1517,mix_4,4.13,3.51,0.54,0.716006862,0.716006862,7.17,6.65,road_500m~,6.41,0,0,0,0,0,0,0,0,0,0.79,11.85,3.56,3.47,3.58,3.66,3.5,3.5,0.03,0.09,0,0.02,0,0.05,0,0.65,10.94,3,2.94,2.56,3.04,2.94,2.89,0,0.01,0,0,0,0,0,0.78,0.58,0.81,0.82,0.83,0.8,0.83,0.84,3.88,4.2,4.62,5.9,6.77,8.02,0.8,0.81,0.79,0.77,0.76,0.74,0.8,0.67,0.8,6.27,5.98,0.63
ob_517,3552,773860.3749,1617800.248,1328.82,7.19,5795,5.795,10,5.3,200.33681,5.3,1,1,0,4,14.61972,-90.45781,7.211,7.419,2.68,4.5,3.45,9.26,5,0.97,0.03,0,0,7.37,9.24,1,0,0,0,1,0,0,0,0,3,2,sen_2501073,7.2432,7.4324,gc_zon_16,4.82,3.79,0.37,0.447734615,0.447734615,7.19,6.84,road_500m~,6.79,0,0,0,0,0,0,0,0,0,0.41,9.41,4.7,4.54,4.37,4.72,4.51,4.72,0,0,0,0.02,0,0,0,0.38,9.88,3.3,3.53,3.18,3.66,3.53,3.64,0,0,0,0,0,0,0,0.41,0.05,0.41,0.49,0.62,0.44,0.54,0.45,3.91,4.18,4.52,4.48,4.92,7.46,0.94,0.88,0.85,0.78,0.73,0.7,0.41,0.41,0.41,3.71,5.15,0.05
ob_877,3355,772895.4006,1617813.809,2452.9,7.81,7741,7.741,13,5.15,172.4314903,5.44,1,0,1,5,14.61994,-90.46676,7.308,7.418,2.68,4.5,3.6,8.52,5,0.97,0.03,0,0,7.78,9.16,1,0,0,0,1,0,0,0,0,3,2,sen_2501072,7.3019,7.4041,gc_zon_16,4.24,3.5,0.52,0.68202765,0.68202765,7.81,6.44,road_500m~,6.43,0,0,0,0,0,0,0,0,0,0.7,11.42,4.2,3.69,3.33,4.06,3.43,4.06,0.04,0.09,0.02,0.02,0.05,0,0,0.61,10.68,3.22,2.89,2.3,3.3,2.56,3.26,0,0,0,0,0,0,0,0.69,0.38,0.64,0.78,0.87,0.71,0.85,0.72,2.82,3.3,4.02,4.8,5.46,7.66,0.77,0.75,0.69,0.69,0.66,0.65,0.69,0.63,0.68,5.6,5.71,0.33
ob_267,2433,768704.4786,1618863.361,1089.74,6.99,5035,5.035,10,6.34,566.7963114,5.92,1,1,0,5,14.62984,-90.50553,7.543,7.37,2.68,4.51,4.06,4.45,2,0.5,0.5,1,0,9.08,0,0,0,0,1,1,0,0,0,0,0,1,sen_101094,7.5368,7.3629,gc_zon_1,3.5,2.52,0.61,0.840431399,0.840431399,6.99,5.93,road_300m,3.71,1,1,0.16,0,0.18,0.18,0.17,0.25,0.5,0.91,12.29,3.43,3.18,3.37,2.2,2.94,2.3,0.6,0.64,0.6,0.14,0.8,0.79,0.71,0.82,11.41,2.77,2.77,2.48,1.39,1.95,1.39,0.38,0.32,0.39,0.16,0.49,0.52,1,0.87,0.9,0.78,0.78,0.84,0.96,0.9,0.96,4.73,5.66,6.63,7.49,7.91,8.43,0.85,0.83,0.82,0.81,0.78,0.74,0.9,0.83,0.86,6.58,6.35,0.84
ob_592,3119,772046.632,1614551.721,2755.99,7.92,6354,6.354,11,5.32,204.383882,5.37,1,1,0,5,14.59056,-90.47497,7.383,7.439,2.68,4.51,3.68,8.16,5,0.88,0.12,0,0,9.77,8.07,1,0,0,0,1,0,0,0,0,3,2,sen_2406053,7.3956,7.4243,gc_zon_16,4.33,3.41,0.5,0.648721271,0.648721271,7.92,5.66,road_200m,4.88,0,0,0,0,0,0,0,0,0,0.66,11.11,3.85,4.04,3.3,4.16,4.03,4.13,0.03,0,0.01,0.12,0,0.05,0,0.62,10.71,2.56,3,2.71,3.22,3.09,3.18,0,0,0,0.01,0,0.01,0,0.65,0.29,0.75,0.68,0.86,0.67,0.71,0.7,2.69,3.44,4.13,4.9,5.49,7.82,0.72,0.66,0.64,0.62,0.61,0.62,0.66,0.64,0.65,5.38,5.75,0.28
ob_751,2515,769129.6953,1613230.869,3202.59,8.07,6911,6.911,12,5.26,192.4814913,5.62,1,0,0,3,14.57892,-90.50216,7.535,7.397,2.68,4.51,4.39,10.19,5,0.64,0.36,0,0,10.21,8.63,0,0,0,0,1,0,0,0,0,3,3,sen_2404074,7.532,7.3851,gc_zon_14,3.5,2.65,0.61,0.840431399,0.840431399,8.07,6.44,road_500m~,6.13,0,1,0.01,0,0.01,0,0.02,0,0,0.83,11.89,2.94,3.14,3.64,2.56,3.43,3.76,0.11,0.18,0.1,0.06,0.1,0.11,0,0.77,10.96,1.79,1.95,2.83,1.61,2.4,3,0.04,0.07,0.04,0.02,0.05,0.04,0,0.81,0.6,0.9,0.88,0.79,0.94,0.84,0.77,3.48,4.02,4.63,5.7,6.64,8.2,0.75,0.75,0.73,0.69,0.69,0.68,0.85,0.82,0.84,6.31,6.1,0.65
ob_241,487,759871.6955,1618000.622,572.46,6.35,4934,4.934,10,4.76,116.7459259,5.38,1,1,0,2,14.62291,-90.58756,7.05,7.406,2.68,4.51,4.26,1.46,2,0.83,0.17,0,0,6.68,8.88,0,0,0,0,0,1,0,0,0,1,0,sen_2607143,7.0558,7.3919,mix_10,4.2,3.35,0.53,0.698932309,0.698932309,6.35,7.12,road_500m~,0,0,1,0,0,0,0,0,0,0,0.73,11.5,3.37,3.64,3.99,3.83,3.61,4.03,0.06,0.18,0.02,0.06,0.01,0.05,0,0.65,10.68,2.64,2.64,2.94,3.04,2.64,3.04,0.01,0.03,0,0.01,0,0.01,0,0.71,0.41,0.83,0.79,0.73,0.76,0.81,0.73,4.15,4.65,5.15,5.88,6.54,8.07,0.86,0.83,0.83,0.82,0.81,0.81,0.75,0.71,0.74,6.05,6.01,0.53
ob_458,2101,766994.3036,1610810.764,827.38,6.72,5648,5.648,10,5.27,194.4159624,4.72,1,0,0,3,14.55727,-90.52221,7.552,7.243,2.68,4.51,3.72,1.88,2,0.64,0.36,0,0,7.78,0,0,0,0,0,0,0,0,1,0,1,0,sen_2803091,7.547,7.254,vica_1,3.88,3.1,0.56,0.7506725,0.7506725,6.72,6,road_400m,0,0,1,0.06,0.2,0,0,0,0.13,0,0.76,11.71,3.78,3.4,3.91,3.64,3.43,3.85,0.08,0.27,0.01,0.02,0.01,0.05,0,0.59,10.61,3.04,2.71,3.26,2.94,2.64,3.33,0.07,0.23,0.01,0.01,0,0.1,0,0.7,0.47,0.72,0.79,0.69,0.78,0.82,0.71,4.34,4.88,5.12,5.41,5.71,7.7,0.92,0.88,0.84,0.84,0.82,0.8,0.76,0.63,0.72,6.1,5.75,0.51
ob_829,3355,772880.6441,1617783.752,2215.35,7.7,7193,7.193,12,5.15,172.4314903,5.49,1,1,0,5,14.61967,-90.4669,7.31,7.419,2.68,4.5,3.6,8.52,5,0.97,0.03,0,0,7.78,9.16,1,0,0,0,1,0,0,0,0,3,2,sen_2501072,7.3019,7.4041,gc_zon_16,4.24,3.5,0.52,0.68202765,0.68202765,7.7,6.44,road_500m~,6.43,0,0,0,0,0,0,0,0,0,0.7,11.42,4.2,3.69,3.33,4.06,3.43,4.06,0.04,0.09,0.02,0.02,0.05,0,0,0.61,10.68,3.22,2.89,2.3,3.3,2.56,3.26,0,0,0,0,0,0,0,0.69,0.38,0.64,0.78,0.87,0.71,0.85,0.72,2.82,3.3,4.02,4.8,5.46,7.66,0.77,0.75,0.69,0.69,0.66,0.65,0.69,0.63,0.68,5.6,5.71,0.33
ob_897,136,757796.0967,1620105.143,1444.87,7.28,7891,7.891,13,4.66,105.6360822,5.05,1,1,0,4,14.64212,-90.60661,6.744,7.282,2.68,4.51,4.24,8.62,5,0.88,0.12,0,0,6.68,8.07,0,0,0,0,0,1,0,0,0,1,0,sen_2602135,6.7505,7.2841,mix_7,4.23,3.42,0.52,0.68202765,0.68202765,7.28,4.32,road_100m,0,0,0,0.06,0.2,0,0.06,0,0,0,0.72,11.45,3.56,3.53,3.83,3.89,3.66,4.06,0.08,0.18,0.01,0.08,0.02,0.11,0,0.62,10.61,2.64,2.71,3.04,3.14,2.77,3.14,0.06,0.2,0.01,0.06,0,0.01,0,0.71,0.39,0.81,0.81,0.77,0.74,0.8,0.72,4.22,4.72,5.01,6.03,6.73,8.23,0.87,0.88,0.88,0.85,0.84,0.81,0.75,0.69,0.74,6.02,5.98,0.51
ob_354,1783,765435.3794,1607493.802,838.87,6.73,5319,5.319,10,4.84,126.4693517,5.07,1,1,0,3,14.52746,-90.537,7.513,6.87,2.68,4.51,3.23,3.15,3,0.76,0.24,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,sen_2803041,7.5182,6.7247,pet_1,4.09,3.47,0.53,0.698932309,0.698932309,6.73,5.91,road_300m,5.44,0,1,0,0,0,0,0,0,0,0.72,11.55,4.01,2.71,4.11,3.87,3.76,4.01,0.06,0.18,0.01,0,0.02,0.05,0.14,0.5,10.2,3.43,1.61,3.58,3.18,3.18,3.37,0.01,0.04,0,0,0,0.01,0,0.67,0.39,0.64,0.92,0.63,0.73,0.74,0.7,3.48,3.68,4.08,5.15,5.71,7.66,0.71,0.72,0.7,0.68,0.67,0.66,0.73,0.56,0.69,5.99,5.51,0.45
ob_1154,3182,772242.8504,1618232.761,1184.46,7.08,8742,8.742,14,5.66,287.1486426,4.95,1,1,1,4,14.62379,-90.47277,7.364,7.402,2.68,4.51,3.74,6.84,4,0.97,0.03,0,0,8.29,9.08,1,0,0,0,1,0,0,0,0,3,2,sen_2501071,7.3543,7.4081,gc_zon_16,4.03,3.37,0.56,0.7506725,0.7506725,7.08,5.1,road_100m,5.54,0,1,0.07,0.2,0.05,0.06,0.03,0,0,0.78,11.7,3.99,3.26,2.71,3.78,2.89,3.78,0.05,0.09,0.02,0.04,0.05,0.05,0,0.69,10.88,3.04,2.64,1.79,3.14,2.2,3.09,0.07,0.2,0.05,0.06,0.04,0,0,0.78,0.5,0.71,0.86,0.93,0.78,0.91,0.79,3.58,4.5,4.89,5.24,6.05,7.8,0.83,0.79,0.83,0.83,0.78,0.72,0.77,0.71,0.77,5.93,5.89,0.46
ob_306,3009,771495.561,1612325.908,1665.3,7.42,5179,5.179,10,6.51,671.8264176,5.84,1,0,0,4,14.57051,-90.48031,7.425,7.349,2.68,4.51,3.1,6.91,5,0.68,0.32,0,0,9.32,8.98,0,0,0,0,1,0,0,0,0,3,3,sen_3002012,7.457,7.3647,gc_zon_15,3.75,2.94,0.58,0.786038431,0.786038431,7.42,5.39,road_200m,4.22,0,1,0,0,0.01,0,0,0,0,0.79,11.69,3.4,3.33,3.69,3.22,3.18,3.83,0.08,0.27,0.05,0,0.03,0.05,0,0.74,10.84,2.3,2.2,2.77,2.3,2.08,2.94,0.03,0.09,0.02,0,0.01,0.02,0,0.77,0.49,0.84,0.85,0.79,0.87,0.88,0.76,3.19,3.72,4.34,5.36,6.01,7.98,0.84,0.8,0.77,0.74,0.73,0.72,0.8,0.8,0.8,6.1,6.1,0.57
ob_379,649,760836.7626,1610882.938,843.46,6.74,5393,5.393,10,4.8,121.5104175,5.22,1,1,0,4,14.55852,-90.57931,7.161,7.255,2.68,4.51,4.4,7.87,5,0.11,0.89,0,0,0,7.78,0,0,0,0,0,0,0,1,0,1,0,sen_2705155,7.1558,7.2598,nuev_1,4.25,3.54,0.44,0.552707219,0.552707219,6.74,5.07,road_100m,0,0,1,0,0,0,0,0,0,0,0.72,11.45,4.04,3.37,3.43,3.93,3.66,4.09,0,0,0,0,0.02,0,0,0.55,10.38,3.18,2.71,3.04,3.4,2.94,3.3,0,0,0,0,0.02,0,0,0.57,0.33,0.59,0.72,0.68,0.57,0.7,0.61,3.91,4.26,4.46,5.28,6.24,7.92,0.78,0.8,0.81,0.82,0.83,0.81,0.74,0.61,0.62,6.03,5.79,0.47
ob_1178,3216,772576.2472,1612009.09,2674.58,7.89,8798,8.798,14,6.04,419.8930349,5.92,1,1,0,5,14.56754,-90.47032,7.342,7.328,2.68,4.51,2.96,11.02,4,0.46,0.54,0,0,8.63,8.98,0,0,0,0,0,0,0,0,1,3,0,sen_3002022,7.3776,7.3315,cat_1,3.91,3.2,0.54,0.716006862,0.716006862,7.89,4.07,road_100m,0,0,1,0.06,0.2,0.05,0,0.03,0,0,0.77,11.57,3.18,3.09,3.89,3.5,3.47,3.99,0.1,0.27,0.06,0.08,0.03,0.05,0,0.64,10.57,2.77,2.64,3.04,2.77,2.48,3.18,0.08,0.24,0.06,0.04,0.03,0.03,0,0.7,0.4,0.79,0.8,0.71,0.8,0.82,0.69,3.76,4.69,5.17,5.71,6.36,7.91,0.84,0.82,0.83,0.84,0.83,0.88,0.78,0.69,0.73,6.02,5.86,0.5
